Country,Locality,Indicator,Date,Value
Guinea,National,cumulative_cases,11/8/2015,3787
Guinea,National,cumulative_deaths,11/8/2015,2524
Guinea,National,cumulative_cases,12/8/2015,3787
Guinea,National,cumulative_deaths,12/8/2015,2524
Guinea,National,cumulative_cases,13/08/2015,3792
Guinea,National,cumulative_deaths,13/08/2015,2524
Guinea,National,cumulative_cases,14/08/2015,3791
Guinea,National,cumulative_deaths,14/08/2015,2524
Guinea,National,cumulative_cases,17/08/2015,3790
Guinea,National,cumulative_deaths,17/08/2015,2524
Guinea,National,cumulative_cases,18/08/2015,3786
Guinea,National,cumulative_deaths,18/08/2015,2524
Guinea,National,cumulative_cases,19/08/2015,3786
Guinea,National,cumulative_deaths,19/08/2015,2524
Guinea,National,cumulative_cases,20/08/2015,3792
Guinea,National,cumulative_deaths,20/08/2015,2526
Guinea,National,cumulative_cases,21/08/2015,3795
Guinea,National,cumulative_deaths,21/08/2015,2526
Guinea,National,cumulative_cases,24/08/2015,3790
Guinea,National,cumulative_deaths,24/08/2015,2527
Guinea,National,cumulative_cases,25/08/2015,3792
Guinea,National,cumulative_deaths,25/08/2015,2527
Guinea,National,cumulative_cases,26/08/2015,3792
Guinea,National,cumulative_deaths,26/08/2015,2527
Guinea,National,cumulative_cases,27/08/2015,3797
Guinea,National,cumulative_deaths,27/08/2015,2528
Guinea,National,cumulative_cases,28/08/2015,3797
Guinea,National,cumulative_deaths,28/08/2015,2528
Guinea,National,cumulative_cases,31/08/2015,3790
Guinea,National,cumulative_deaths,31/08/2015,2528
Guinea,National,cumulative_cases,1/9/2015,3792
Guinea,National,cumulative_deaths,1/9/2015,2529
Guinea,National,cumulative_cases,2/9/2015,3792
Guinea,National,cumulative_deaths,2/9/2015,2529
Guinea,National,cumulative_cases,3/9/2015,3792
Guinea,National,cumulative_deaths,3/9/2015,2529
Guinea,National,cumulative_cases,4/9/2015,3792
Guinea,National,cumulative_deaths,4/9/2015,2529
Guinea,National,cumulative_cases,7/9/2015,3793
Guinea,National,cumulative_deaths,7/9/2015,2530
Guinea,National,cumulative_cases,8/9/2015,3792
Guinea,National,cumulative_deaths,8/9/2015,2530
Guinea,National,cumulative_cases,9/9/2015,3792
Guinea,National,cumulative_deaths,9/9/2015,2530
Guinea,National,cumulative_cases,10/9/2015,3791
Guinea,National,cumulative_deaths,10/9/2015,2530
Guinea,National,cumulative_cases,11/9/2015,3791
Guinea,National,cumulative_deaths,11/9/2015,2530
Guinea,National,cumulative_cases,14/09/2015,3793
Guinea,National,cumulative_deaths,14/09/2015,2530
Guinea,National,cumulative_cases,15/09/2015,3792
Guinea,National,cumulative_deaths,15/09/2015,2530
Guinea,National,cumulative_cases,16/09/2015,3792
Guinea,National,cumulative_deaths,16/09/2015,2530
Guinea,National,cumulative_cases,17/09/2015,3794
Guinea,National,cumulative_deaths,17/09/2015,2530
Guinea,National,cumulative_cases,18/09/2015,3794
Guinea,National,cumulative_deaths,18/09/2015,2531
Guinea,National,cumulative_cases,21/09/2015,3797
Guinea,National,cumulative_deaths,21/09/2015,2532
Guinea,National,cumulative_cases,22/09/2015,3800
Guinea,National,cumulative_deaths,22/09/2015,2532
Guinea,National,cumulative_cases,23/09/2015,3800
Guinea,National,cumulative_deaths,23/09/2015,2532
Guinea,National,cumulative_cases,24/09/2015,3801
Guinea,National,cumulative_deaths,24/09/2015,2533
Guinea,National,cumulative_cases,25/09/2015,3797
Guinea,National,cumulative_deaths,25/09/2015,2533
Guinea,National,cumulative_cases,28/09/2015,3805
Guinea,National,cumulative_deaths,28/09/2015,2533
Guinea,National,cumulative_cases,29/09/2015,3805
Guinea,National,cumulative_deaths,29/09/2015,2533
Guinea,National,cumulative_cases,30/09/2015,3805
Guinea,National,cumulative_deaths,30/09/2015,2533
Guinea,National,cumulative_cases,1/10/2015,3808
Guinea,National,cumulative_deaths,1/10/2015,2533
Guinea,National,cumulative_cases,2/10/2015,3809
Guinea,National,cumulative_deaths,2/10/2015,2533
Guinea,National,cumulative_cases,5/10/2015,3804
Guinea,National,cumulative_deaths,5/10/2015,2534
Guinea,National,cumulative_cases,6/10/2015,3804
Guinea,National,cumulative_deaths,6/10/2015,2534
Guinea,National,cumulative_cases,7/10/2015,3804
Guinea,National,cumulative_deaths,7/10/2015,2534
Guinea,National,cumulative_cases,8/10/2015,3799
Guinea,National,cumulative_deaths,8/10/2015,2534
Guinea,National,cumulative_cases,9/10/2015,3800
Guinea,National,cumulative_deaths,9/10/2015,2534
Guinea,National,cumulative_cases,13/10/2015,3800
Guinea,National,cumulative_deaths,13/10/2015,2534
Guinea,National,cumulative_cases,15/10/2015,3802
Guinea,National,cumulative_deaths,15/10/2015,2534
Guinea,National,cumulative_cases,16/10/2015,3804
Guinea,National,cumulative_deaths,16/10/2015,2535
Guinea,National,cumulative_cases,20/10/2015,3803
Guinea,National,cumulative_deaths,20/10/2015,2535
Guinea,National,cumulative_cases,22/10/2015,3801
Guinea,National,cumulative_deaths,22/10/2015,2535
Guinea,National,cumulative_cases,23/10/2015,3801
Guinea,National,cumulative_deaths,23/10/2015,2535
Guinea,National,cumulative_cases,26/10/2015,3804
Guinea,National,cumulative_deaths,26/10/2015,2535
Guinea,National,cumulative_cases,27/10/2015,3806
Guinea,National,cumulative_deaths,27/10/2015,2535
Guinea,National,cumulative_cases,29/10/2015,3808
Guinea,National,cumulative_deaths,29/10/2015,2536
Guinea,National,cumulative_cases,30/10/2015,3808
Guinea,National,cumulative_deaths,30/10/2015,2536
Guinea,National,cumulative_cases,3/11/2015,3810
Guinea,National,cumulative_deaths,3/11/2015,2536
Guinea,National,cumulative_cases,5/11/2015,3805
Guinea,National,cumulative_deaths,5/11/2015,2536
Guinea,National,cumulative_cases,6/11/2015,3805
Guinea,National,cumulative_deaths,6/11/2015,2536
Guinea,National,cumulative_cases,10/11/2015,3805
Guinea,National,cumulative_deaths,10/11/2015,2536
Guinea,National,cumulative_cases,11/11/2015,3805
Guinea,National,cumulative_deaths,11/11/2015,2536
Guinea,National,cumulative_cases,12/11/2015,3805
Guinea,National,cumulative_deaths,12/11/2015,2536
Guinea,National,cumulative_cases,16/11/2015,3805
Guinea,National,cumulative_deaths,16/11/2015,2536
Guinea,National,cumulative_cases,17/11/2015,3804
Guinea,National,cumulative_deaths,17/11/2015,2536
Guinea,National,cumulative_cases,20/11/2015,3804
Guinea,National,cumulative_deaths,20/11/2015,2536
Guinea,National,cumulative_cases,24/11/2015,3804
Guinea,National,cumulative_deaths,24/11/2015,2536
Guinea,National,cumulative_cases,26/11/2015,3804
Guinea,National,cumulative_deaths,26/11/2015,2536
Guinea,National,cumulative_cases,1/12/2015,3804
Guinea,National,cumulative_deaths,1/12/2015,2536
Guinea,National,cumulative_cases,2/12/2015,3804
Guinea,National,cumulative_deaths,2/12/2015,2536
Guinea,National,cumulative_cases,3/12/2015,3805
Guinea,National,cumulative_deaths,3/12/2015,2536
Guinea,National,cumulative_cases,9/12/2015,3804
Guinea,National,cumulative_deaths,9/12/2015,2536
Guinea,National,cumulative_cases,10/12/2015,3804
Guinea,National,cumulative_deaths,10/12/2015,2536
Guinea,National,cumulative_cases,11/12/2015,3804
Guinea,National,cumulative_deaths,11/12/2015,2536
Guinea,National,cumulative_cases,15/12/2015,3807
Guinea,National,cumulative_deaths,15/12/2015,2536
Guinea,National,cumulative_cases,16/12/2015,3807
Guinea,National,cumulative_deaths,16/12/2015,2536
Guinea,National,cumulative_cases,17/12/2015,3805
Guinea,National,cumulative_deaths,17/12/2015,2536
Guinea,National,cumulative_cases,22/12/2015,3804
Guinea,National,cumulative_deaths,22/12/2015,2536
Guinea,National,cumulative_cases,23/12/2015,3804
Guinea,National,cumulative_deaths,23/12/2015,2536
Guinea,National,cumulative_cases,29/12/2015,3804
Guinea,National,cumulative_deaths,29/12/2015,2536
Guinea,National,cumulative_cases,23/03/2016,3804
Guinea,National,cumulative_deaths,23/03/2016,2536
