Country,Locality,Indicator,Date,Value
Liberia,Nimba County,cumulative_cases,28/09/2014,243
Liberia,Nimba County,cumulative_deaths,28/09/2014,134
Guinea,Beyla,cumulative_cases,29/09/2014,2
Guinea,Beyla,cumulative_deaths,29/09/2014,1
Guinea,Boffa,cumulative_cases,29/09/2014,24
Guinea,Boffa,cumulative_deaths,29/09/2014,16
Guinea,Conakry,cumulative_cases,29/09/2014,185
Guinea,Conakry,cumulative_deaths,29/09/2014,76
Guinea,Coyah,cumulative_cases,29/09/2014,12
Guinea,Coyah,cumulative_deaths,29/09/2014,5
Guinea,Gueckedou,cumulative_cases,29/09/2014,361
Guinea,Gueckedou,cumulative_deaths,29/09/2014,300
Guinea,National,cumulative_cases,29/09/2014,1169
Guinea,National,cumulative_deaths,29/09/2014,714
Liberia,Lofa County,cumulative_cases,29/09/2014,790
Liberia,Lofa County,cumulative_deaths,29/09/2014,431
Liberia,Margibi County,cumulative_cases,29/09/2014,637
Liberia,Margibi County,cumulative_deaths,29/09/2014,245
Liberia,Montserrado County,cumulative_cases,29/09/2014,1490
Liberia,Montserrado County,cumulative_deaths,29/09/2014,953
Liberia,National,cumulative_cases,29/09/2014,3778
Liberia,National,cumulative_deaths,29/09/2014,2026
Liberia,Nimba County,cumulative_cases,29/09/2014,244
Liberia,Nimba County,cumulative_deaths,29/09/2014,135
Guinea,Beyla,cumulative_cases,30/09/2014,2
Guinea,Beyla,cumulative_deaths,30/09/2014,1
Guinea,Boffa,cumulative_cases,30/09/2014,24
Guinea,Boffa,cumulative_deaths,30/09/2014,16
Guinea,Conakry,cumulative_cases,30/09/2014,187
Guinea,Conakry,cumulative_deaths,30/09/2014,78
Guinea,Coyah,cumulative_cases,30/09/2014,12
Guinea,Coyah,cumulative_deaths,30/09/2014,5
Guinea,Gueckedou,cumulative_cases,30/09/2014,363
Guinea,Gueckedou,cumulative_deaths,30/09/2014,301
Guinea,National,cumulative_cases,30/09/2014,1179
Guinea,National,cumulative_deaths,30/09/2014,722
Liberia,Lofa County,cumulative_cases,30/09/2014,790
Liberia,Lofa County,cumulative_deaths,30/09/2014,431
Liberia,Margibi County,cumulative_cases,30/09/2014,637
Liberia,Margibi County,cumulative_deaths,30/09/2014,245
Liberia,Montserrado County,cumulative_cases,30/09/2014,1523
Liberia,Montserrado County,cumulative_deaths,30/09/2014,981
Liberia,National,cumulative_cases,30/09/2014,3826
Liberia,National,cumulative_deaths,30/09/2014,2058
Liberia,Nimba County,cumulative_cases,30/09/2014,244
Liberia,Nimba County,cumulative_deaths,30/09/2014,135
Guinea,Beyla,cumulative_cases,1/10/2014,2
Guinea,Beyla,cumulative_deaths,1/10/2014,1
Guinea,Boffa,cumulative_cases,1/10/2014,24
Guinea,Boffa,cumulative_deaths,1/10/2014,16
Guinea,Conakry,cumulative_cases,1/10/2014,199
Guinea,Conakry,cumulative_deaths,1/10/2014,78
Guinea,Coyah,cumulative_cases,1/10/2014,12
Guinea,Coyah,cumulative_deaths,1/10/2014,5
Guinea,Gueckedou,cumulative_cases,1/10/2014,362
Guinea,Gueckedou,cumulative_deaths,1/10/2014,301
Guinea,National,cumulative_cases,1/10/2014,1199
Guinea,National,cumulative_deaths,1/10/2014,739
Liberia,Lofa County,cumulative_cases,1/10/2014,790
Liberia,Lofa County,cumulative_deaths,1/10/2014,431
Liberia,Margibi County,cumulative_cases,1/10/2014,649
Liberia,Margibi County,cumulative_deaths,1/10/2014,247
Liberia,Montserrado County,cumulative_cases,1/10/2014,1558
Liberia,Montserrado County,cumulative_deaths,1/10/2014,997
Liberia,National,cumulative_cases,1/10/2014,3890
Liberia,National,cumulative_deaths,1/10/2014,2082
Liberia,Nimba County,cumulative_cases,1/10/2014,245
Liberia,Nimba County,cumulative_deaths,1/10/2014,135
Liberia,Lofa County,cumulative_cases,2/10/2014,790
Liberia,Lofa County,cumulative_deaths,2/10/2014,431
Liberia,Margibi County,cumulative_cases,2/10/2014,649
Liberia,Margibi County,cumulative_deaths,2/10/2014,247
Liberia,Montserrado County,cumulative_cases,2/10/2014,1571
Liberia,Montserrado County,cumulative_deaths,2/10/2014,1029
Liberia,National,cumulative_cases,2/10/2014,3921
Liberia,National,cumulative_deaths,2/10/2014,2116
Liberia,Nimba County,cumulative_cases,2/10/2014,245
Liberia,Nimba County,cumulative_deaths,2/10/2014,136
Liberia,Lofa County,cumulative_cases,3/10/2014,792
Liberia,Lofa County,cumulative_deaths,3/10/2014,434
Liberia,Margibi County,cumulative_cases,3/10/2014,562
Liberia,Margibi County,cumulative_deaths,3/10/2014,250
Liberia,Montserrado County,cumulative_cases,3/10/2014,1613
Liberia,Montserrado County,cumulative_deaths,3/10/2014,1056
Liberia,National,cumulative_cases,3/10/2014,3879
Liberia,National,cumulative_deaths,3/10/2014,2154
Liberia,Nimba County,cumulative_cases,3/10/2014,245
Liberia,Nimba County,cumulative_deaths,3/10/2014,137
Liberia,Lofa County,cumulative_cases,4/10/2014,793
Liberia,Lofa County,cumulative_deaths,4/10/2014,437
Liberia,Margibi County,cumulative_cases,4/10/2014,562
Liberia,Margibi County,cumulative_deaths,4/10/2014,250
Liberia,Montserrado County,cumulative_cases,4/10/2014,1635
Liberia,Montserrado County,cumulative_deaths,4/10/2014,1081
Liberia,National,cumulative_cases,4/10/2014,3921
Liberia,National,cumulative_deaths,4/10/2014,2199
Liberia,Nimba County,cumulative_cases,4/10/2014,246
Liberia,Nimba County,cumulative_deaths,4/10/2014,137
Liberia,Lofa County,cumulative_cases,5/10/2014,796
Liberia,Lofa County,cumulative_deaths,5/10/2014,437
Liberia,Margibi County,cumulative_cases,5/10/2014,573
Liberia,Margibi County,cumulative_deaths,5/10/2014,254
Liberia,Montserrado County,cumulative_cases,5/10/2014,1648
Liberia,Montserrado County,cumulative_deaths,5/10/2014,1097
Liberia,National,cumulative_cases,5/10/2014,3949
Liberia,National,cumulative_deaths,5/10/2014,2220
Liberia,Nimba County,cumulative_cases,5/10/2014,246
Liberia,Nimba County,cumulative_deaths,5/10/2014,137
Guinea,Beyla,cumulative_cases,7/10/2014,2
Guinea,Beyla,cumulative_deaths,7/10/2014,2
Guinea,Boffa,cumulative_cases,7/10/2014,24
Guinea,Boffa,cumulative_deaths,7/10/2014,16
Guinea,Conakry,cumulative_cases,7/10/2014,216
Guinea,Conakry,cumulative_deaths,7/10/2014,85
Guinea,Coyah,cumulative_cases,7/10/2014,31
Guinea,Coyah,cumulative_deaths,7/10/2014,5
Guinea,Gueckedou,cumulative_cases,7/10/2014,367
Guinea,Gueckedou,cumulative_deaths,7/10/2014,301
Guinea,National,cumulative_cases,7/10/2014,1350
Guinea,National,cumulative_deaths,7/10/2014,778
Guinea,Beyla,cumulative_cases,8/10/2014,2
Guinea,Beyla,cumulative_deaths,8/10/2014,2
Guinea,Boffa,cumulative_cases,8/10/2014,24
Guinea,Boffa,cumulative_deaths,8/10/2014,16
Guinea,Conakry,cumulative_cases,8/10/2014,218
Guinea,Conakry,cumulative_deaths,8/10/2014,84
Guinea,Coyah,cumulative_cases,8/10/2014,36
Guinea,Coyah,cumulative_deaths,8/10/2014,5
Guinea,Gueckedou,cumulative_cases,8/10/2014,367
Guinea,Gueckedou,cumulative_deaths,8/10/2014,301
Guinea,National,cumulative_cases,8/10/2014,1383
Guinea,National,cumulative_deaths,8/10/2014,789
Guinea,Beyla,cumulative_cases,9/10/2014,2
Guinea,Beyla,cumulative_deaths,9/10/2014,2
Guinea,Boffa,cumulative_cases,9/10/2014,24
Guinea,Boffa,cumulative_deaths,9/10/2014,16
Guinea,Boke,cumulative_cases,9/10/2014,1
Guinea,Boke,cumulative_deaths,9/10/2014,0
Guinea,Conakry,cumulative_cases,9/10/2014,219
Guinea,Conakry,cumulative_deaths,9/10/2014,85
Guinea,Coyah,cumulative_cases,9/10/2014,35
Guinea,Coyah,cumulative_deaths,9/10/2014,7
Guinea,Gueckedou,cumulative_cases,9/10/2014,366
Guinea,Gueckedou,cumulative_deaths,9/10/2014,302
Guinea,National,cumulative_cases,9/10/2014,1405
Guinea,National,cumulative_deaths,9/10/2014,808
Liberia,Lofa County,cumulative_cases,9/10/2014,814
Liberia,Lofa County,cumulative_deaths,9/10/2014,448
Liberia,Margibi County,cumulative_cases,9/10/2014,601
Liberia,Margibi County,cumulative_deaths,9/10/2014,271
Liberia,Montserrado County,cumulative_cases,9/10/2014,1748
Liberia,Montserrado County,cumulative_deaths,9/10/2014,1208
Liberia,National,cumulative_cases,9/10/2014,4190
Liberia,National,cumulative_deaths,9/10/2014,2400
Liberia,Nimba County,cumulative_cases,9/10/2014,252
Liberia,Nimba County,cumulative_deaths,9/10/2014,137
Guinea,Beyla,cumulative_cases,10/10/2014,2
Guinea,Beyla,cumulative_deaths,10/10/2014,2
Guinea,Boffa,cumulative_cases,10/10/2014,24
Guinea,Boffa,cumulative_deaths,10/10/2014,16
Guinea,Boke,cumulative_cases,10/10/2014,1
Guinea,Boke,cumulative_deaths,10/10/2014,0
Guinea,Conakry,cumulative_cases,10/10/2014,222
Guinea,Conakry,cumulative_deaths,10/10/2014,85
Guinea,Coyah,cumulative_cases,10/10/2014,36
Guinea,Coyah,cumulative_deaths,10/10/2014,7
Guinea,Gueckedou,cumulative_cases,10/10/2014,368
Guinea,Gueckedou,cumulative_deaths,10/10/2014,302
Guinea,National,cumulative_cases,10/10/2014,1416
Guinea,National,cumulative_deaths,10/10/2014,813
Liberia,Lofa County,cumulative_cases,10/10/2014,808
Liberia,Lofa County,cumulative_deaths,10/10/2014,444
Liberia,Margibi County,cumulative_cases,10/10/2014,600
Liberia,Margibi County,cumulative_deaths,10/10/2014,268
Liberia,Montserrado County,cumulative_cases,10/10/2014,1760
Liberia,Montserrado County,cumulative_deaths,10/10/2014,1223
Liberia,National,cumulative_cases,10/10/2014,4209
Liberia,National,cumulative_deaths,10/10/2014,2414
Liberia,Nimba County,cumulative_cases,10/10/2014,252
Liberia,Nimba County,cumulative_deaths,10/10/2014,137
Guinea,Beyla,cumulative_cases,11/10/2014,6
Guinea,Beyla,cumulative_deaths,11/10/2014,3
Guinea,Boffa,cumulative_cases,11/10/2014,24
Guinea,Boffa,cumulative_deaths,11/10/2014,16
Guinea,Boke,cumulative_cases,11/10/2014,1
Guinea,Boke,cumulative_deaths,11/10/2014,0
Guinea,Conakry,cumulative_cases,11/10/2014,226
Guinea,Conakry,cumulative_deaths,11/10/2014,86
Guinea,Coyah,cumulative_cases,11/10/2014,37
Guinea,Coyah,cumulative_deaths,11/10/2014,9
Guinea,Gueckedou,cumulative_cases,11/10/2014,366
Guinea,Gueckedou,cumulative_deaths,11/10/2014,302
Guinea,National,cumulative_cases,11/10/2014,1441
Guinea,National,cumulative_deaths,11/10/2014,831
Liberia,Lofa County,cumulative_cases,11/10/2014,814
Liberia,Lofa County,cumulative_deaths,11/10/2014,455
Liberia,Margibi County,cumulative_cases,11/10/2014,602
Liberia,Margibi County,cumulative_deaths,11/10/2014,271
Liberia,Montserrado County,cumulative_cases,11/10/2014,1785
Liberia,Montserrado County,cumulative_deaths,11/10/2014,1252
Liberia,National,cumulative_cases,11/10/2014,4249
Liberia,National,cumulative_deaths,11/10/2014,2458
Liberia,Nimba County,cumulative_cases,11/10/2014,253
Liberia,Nimba County,cumulative_deaths,11/10/2014,137
Guinea,Beyla,cumulative_cases,12/10/2014,8
Guinea,Beyla,cumulative_deaths,12/10/2014,3
Guinea,Boffa,cumulative_cases,12/10/2014,24
Guinea,Boffa,cumulative_deaths,12/10/2014,16
Guinea,Boke,cumulative_cases,12/10/2014,1
Guinea,Boke,cumulative_deaths,12/10/2014,0
Guinea,Conakry,cumulative_cases,12/10/2014,229
Guinea,Conakry,cumulative_deaths,12/10/2014,88
Guinea,Coyah,cumulative_cases,12/10/2014,40
Guinea,Coyah,cumulative_deaths,12/10/2014,13
Guinea,Gueckedou,cumulative_cases,12/10/2014,367
Guinea,Gueckedou,cumulative_deaths,12/10/2014,302
Guinea,National,cumulative_cases,12/10/2014,1471
Guinea,National,cumulative_deaths,12/10/2014,843
Liberia,Lofa County,cumulative_cases,12/10/2014,814
Liberia,Lofa County,cumulative_deaths,12/10/2014,455
Liberia,Margibi County,cumulative_cases,12/10/2014,602
Liberia,Margibi County,cumulative_deaths,12/10/2014,271
Liberia,Montserrado County,cumulative_cases,12/10/2014,1791
Liberia,Montserrado County,cumulative_deaths,12/10/2014,1254
Liberia,National,cumulative_cases,12/10/2014,4255
Liberia,National,cumulative_deaths,12/10/2014,2462
Liberia,Nimba County,cumulative_cases,12/10/2014,253
Liberia,Nimba County,cumulative_deaths,12/10/2014,137
Guinea,Beyla,cumulative_cases,13/10/2014,8
Guinea,Beyla,cumulative_deaths,13/10/2014,3
Guinea,Boffa,cumulative_cases,13/10/2014,24
Guinea,Boffa,cumulative_deaths,13/10/2014,16
Guinea,Boke,cumulative_cases,13/10/2014,1
Guinea,Boke,cumulative_deaths,13/10/2014,0
Guinea,Conakry,cumulative_cases,13/10/2014,233
Guinea,Conakry,cumulative_deaths,13/10/2014,90
Guinea,Coyah,cumulative_cases,13/10/2014,41
Guinea,Coyah,cumulative_deaths,13/10/2014,13
Guinea,Gueckedou,cumulative_cases,13/10/2014,368
Guinea,Gueckedou,cumulative_deaths,13/10/2014,302
Guinea,National,cumulative_cases,13/10/2014,1483
Guinea,National,cumulative_deaths,13/10/2014,850
Liberia,Lofa County,cumulative_cases,13/10/2014,816
Liberia,Lofa County,cumulative_deaths,13/10/2014,455
Liberia,Margibi County,cumulative_cases,13/10/2014,602
Liberia,Margibi County,cumulative_deaths,13/10/2014,271
Liberia,Montserrado County,cumulative_cases,13/10/2014,1791
Liberia,Montserrado County,cumulative_deaths,13/10/2014,1273
Liberia,National,cumulative_cases,13/10/2014,4262
Liberia,National,cumulative_deaths,13/10/2014,2484
Liberia,Nimba County,cumulative_cases,13/10/2014,257
Liberia,Nimba County,cumulative_deaths,13/10/2014,137
Guinea,Beyla,cumulative_cases,14/10/2014,9
Guinea,Beyla,cumulative_deaths,14/10/2014,4
Guinea,Boffa,cumulative_cases,14/10/2014,24
Guinea,Boffa,cumulative_deaths,14/10/2014,16
Guinea,Boke,cumulative_cases,14/10/2014,1
Guinea,Boke,cumulative_deaths,14/10/2014,0
Guinea,Conakry,cumulative_cases,14/10/2014,237
Guinea,Conakry,cumulative_deaths,14/10/2014,91
Guinea,Coyah,cumulative_cases,14/10/2014,39
Guinea,Coyah,cumulative_deaths,14/10/2014,14
Guinea,Gueckedou,cumulative_cases,14/10/2014,370
Guinea,Gueckedou,cumulative_deaths,14/10/2014,304
Guinea,National,cumulative_cases,14/10/2014,1519
Guinea,National,cumulative_deaths,14/10/2014,862
Guinea,Beyla,cumulative_cases,15/10/2014,9
Guinea,Beyla,cumulative_deaths,15/10/2014,5
Guinea,Boffa,cumulative_cases,15/10/2014,24
Guinea,Boffa,cumulative_deaths,15/10/2014,16
Guinea,Boke,cumulative_cases,15/10/2014,2
Guinea,Boke,cumulative_deaths,15/10/2014,0
Guinea,Conakry,cumulative_cases,15/10/2014,240
Guinea,Conakry,cumulative_deaths,15/10/2014,91
Guinea,Coyah,cumulative_cases,15/10/2014,39
Guinea,Coyah,cumulative_deaths,15/10/2014,15
Guinea,Gueckedou,cumulative_cases,15/10/2014,370
Guinea,Gueckedou,cumulative_deaths,15/10/2014,304
Guinea,National,cumulative_cases,15/10/2014,1528
Guinea,National,cumulative_deaths,15/10/2014,876
Guinea,Beyla,cumulative_cases,16/10/2014,9
Guinea,Beyla,cumulative_deaths,16/10/2014,5
Guinea,Boffa,cumulative_cases,16/10/2014,24
Guinea,Boffa,cumulative_deaths,16/10/2014,16
Guinea,Boke,cumulative_cases,16/10/2014,2
Guinea,Boke,cumulative_deaths,16/10/2014,0
Guinea,Conakry,cumulative_cases,16/10/2014,238
Guinea,Conakry,cumulative_deaths,16/10/2014,91
Guinea,Coyah,cumulative_cases,16/10/2014,39
Guinea,Coyah,cumulative_deaths,16/10/2014,15
Guinea,Gueckedou,cumulative_cases,16/10/2014,364
Guinea,Gueckedou,cumulative_deaths,16/10/2014,304
Guinea,National,cumulative_cases,16/10/2014,1479
Guinea,National,cumulative_deaths,16/10/2014,883
Liberia,Lofa County,cumulative_cases,16/10/2014,818
Liberia,Lofa County,cumulative_deaths,16/10/2014,465
Liberia,Margibi County,cumulative_cases,16/10/2014,616
Liberia,Margibi County,cumulative_deaths,16/10/2014,356
Liberia,Montserrado County,cumulative_cases,16/10/2014,1904
Liberia,Montserrado County,cumulative_deaths,16/10/2014,1342
Liberia,National,cumulative_cases,16/10/2014,4440
Liberia,National,cumulative_deaths,16/10/2014,2660
Liberia,Nimba County,cumulative_cases,16/10/2014,275
Liberia,Nimba County,cumulative_deaths,16/10/2014,137
Guinea,Beyla,cumulative_cases,17/10/2014,9
Guinea,Beyla,cumulative_deaths,17/10/2014,5
Guinea,Boffa,cumulative_cases,17/10/2014,24
Guinea,Boffa,cumulative_deaths,17/10/2014,16
Guinea,Boke,cumulative_cases,17/10/2014,2
Guinea,Boke,cumulative_deaths,17/10/2014,0
Guinea,Conakry,cumulative_cases,17/10/2014,242
Guinea,Conakry,cumulative_deaths,17/10/2014,91
Guinea,Coyah,cumulative_cases,17/10/2014,39
Guinea,Coyah,cumulative_deaths,17/10/2014,15
Guinea,Gueckedou,cumulative_cases,17/10/2014,364
Guinea,Gueckedou,cumulative_deaths,17/10/2014,304
Guinea,National,cumulative_cases,17/10/2014,1501
Guinea,National,cumulative_deaths,17/10/2014,886
Liberia,Lofa County,cumulative_cases,17/10/2014,820
Liberia,Lofa County,cumulative_deaths,17/10/2014,468
Liberia,Margibi County,cumulative_cases,17/10/2014,621
Liberia,Margibi County,cumulative_deaths,17/10/2014,356
Liberia,Montserrado County,cumulative_cases,17/10/2014,2056
Liberia,Montserrado County,cumulative_deaths,17/10/2014,1363
Liberia,National,cumulative_cases,17/10/2014,4607
Liberia,National,cumulative_deaths,17/10/2014,2689
Liberia,Nimba County,cumulative_cases,17/10/2014,275
Liberia,Nimba County,cumulative_deaths,17/10/2014,137
Guinea,Beyla,cumulative_cases,18/10/2014,9
Guinea,Beyla,cumulative_deaths,18/10/2014,6
Guinea,Boffa,cumulative_cases,18/10/2014,24
Guinea,Boffa,cumulative_deaths,18/10/2014,16
Guinea,Boke,cumulative_cases,18/10/2014,2
Guinea,Boke,cumulative_deaths,18/10/2014,0
Guinea,Conakry,cumulative_cases,18/10/2014,243
Guinea,Conakry,cumulative_deaths,18/10/2014,93
Guinea,Coyah,cumulative_cases,18/10/2014,43
Guinea,Coyah,cumulative_deaths,18/10/2014,17
Guinea,Gueckedou,cumulative_cases,18/10/2014,363
Guinea,Gueckedou,cumulative_deaths,18/10/2014,304
Guinea,National,cumulative_cases,18/10/2014,1532
Guinea,National,cumulative_deaths,18/10/2014,901
Liberia,Lofa County,cumulative_cases,18/10/2014,822
Liberia,Lofa County,cumulative_deaths,18/10/2014,471
Liberia,Margibi County,cumulative_cases,18/10/2014,621
Liberia,Margibi County,cumulative_deaths,18/10/2014,356
Liberia,Montserrado County,cumulative_cases,18/10/2014,2073
Liberia,Montserrado County,cumulative_deaths,18/10/2014,1370
Liberia,National,cumulative_cases,18/10/2014,4665
Liberia,National,cumulative_deaths,18/10/2014,2705
Liberia,Nimba County,cumulative_cases,18/10/2014,279
Liberia,Nimba County,cumulative_deaths,18/10/2014,137
Guinea,National,cumulative_cases,19/10/2014,1540
Guinea,National,cumulative_deaths,19/10/2014,904
Liberia,Lofa County,cumulative_cases,19/10/2014,816
Liberia,Lofa County,cumulative_deaths,19/10/2014,464
Liberia,Margibi County,cumulative_cases,19/10/2014,622
Liberia,Margibi County,cumulative_deaths,19/10/2014,353
Liberia,Montserrado County,cumulative_cases,19/10/2014,2103
Liberia,Montserrado County,cumulative_deaths,19/10/2014,1382
Liberia,National,cumulative_cases,19/10/2014,4693
Liberia,National,cumulative_deaths,19/10/2014,2709
Liberia,Nimba County,cumulative_cases,19/10/2014,279
Liberia,Nimba County,cumulative_deaths,19/10/2014,137
Guinea,National,cumulative_cases,20/10/2014,1547
Guinea,National,cumulative_deaths,20/10/2014,916
Liberia,Lofa County,cumulative_cases,20/10/2014,818
Liberia,Lofa County,cumulative_deaths,20/10/2014,465
Liberia,Margibi County,cumulative_cases,20/10/2014,632
Liberia,Margibi County,cumulative_deaths,20/10/2014,353
Liberia,Montserrado County,cumulative_cases,20/10/2014,2136
Liberia,Montserrado County,cumulative_deaths,20/10/2014,1407
Liberia,National,cumulative_cases,20/10/2014,4744
Liberia,National,cumulative_deaths,20/10/2014,2737
Liberia,Nimba County,cumulative_cases,20/10/2014,280
Liberia,Nimba County,cumulative_deaths,20/10/2014,138
Guinea,Beyla,cumulative_cases,21/10/2014,12
Guinea,Beyla,cumulative_deaths,21/10/2014,8
Guinea,Boffa,cumulative_cases,21/10/2014,24
Guinea,Boffa,cumulative_deaths,21/10/2014,16
Guinea,Boke,cumulative_cases,21/10/2014,2
Guinea,Boke,cumulative_deaths,21/10/2014,0
Guinea,Conakry,cumulative_cases,21/10/2014,238
Guinea,Conakry,cumulative_deaths,21/10/2014,94
Guinea,Coyah,cumulative_cases,21/10/2014,45
Guinea,Coyah,cumulative_deaths,21/10/2014,21
Guinea,Gueckedou,cumulative_cases,21/10/2014,364
Guinea,Gueckedou,cumulative_deaths,21/10/2014,304
Guinea,National,cumulative_cases,21/10/2014,1553
Guinea,National,cumulative_deaths,21/10/2014,926
Liberia,Lofa County,cumulative_cases,21/10/2014,818
Liberia,Lofa County,cumulative_deaths,21/10/2014,465
Liberia,Margibi County,cumulative_cases,21/10/2014,632
Liberia,Margibi County,cumulative_deaths,21/10/2014,353
Liberia,Montserrado County,cumulative_cases,21/10/2014,2158
Liberia,Montserrado County,cumulative_deaths,21/10/2014,1438
Liberia,National,cumulative_cases,21/10/2014,4772
Liberia,National,cumulative_deaths,21/10/2014,2770
Liberia,Nimba County,cumulative_cases,21/10/2014,282
Liberia,Nimba County,cumulative_deaths,21/10/2014,138
Guinea,Beyla,cumulative_cases,22/10/2014,13
Guinea,Beyla,cumulative_deaths,22/10/2014,8
Guinea,Boffa,cumulative_cases,22/10/2014,24
Guinea,Boffa,cumulative_deaths,22/10/2014,16
Guinea,Boke,cumulative_cases,22/10/2014,1
Guinea,Boke,cumulative_deaths,22/10/2014,0
Guinea,Conakry,cumulative_cases,22/10/2014,236
Guinea,Conakry,cumulative_deaths,22/10/2014,95
Guinea,Coyah,cumulative_cases,22/10/2014,45
Guinea,Coyah,cumulative_deaths,22/10/2014,21
Guinea,Gueckedou,cumulative_cases,22/10/2014,365
Guinea,Gueckedou,cumulative_deaths,22/10/2014,305
Guinea,National,cumulative_cases,22/10/2014,1575
Guinea,National,cumulative_deaths,22/10/2014,941
Liberia,Lofa County,cumulative_cases,22/10/2014,622
Liberia,Lofa County,cumulative_deaths,22/10/2014,374
Liberia,Margibi County,cumulative_cases,22/10/2014,1100
Liberia,Margibi County,cumulative_deaths,22/10/2014,450
Liberia,Montserrado County,cumulative_cases,22/10/2014,3466
Liberia,Montserrado County,cumulative_deaths,22/10/2014,1082
Liberia,National,cumulative_cases,22/10/2014,6166
Liberia,National,cumulative_deaths,22/10/2014,2168
Liberia,Nimba County,cumulative_cases,22/10/2014,280
Liberia,Nimba County,cumulative_deaths,22/10/2014,31
Guinea,Beyla,cumulative_cases,23/10/2014,13
Guinea,Beyla,cumulative_deaths,23/10/2014,8
Guinea,Boffa,cumulative_cases,23/10/2014,24
Guinea,Boffa,cumulative_deaths,23/10/2014,16
Guinea,Boke,cumulative_cases,23/10/2014,1
Guinea,Boke,cumulative_deaths,23/10/2014,0
Guinea,Conakry,cumulative_cases,23/10/2014,238
Guinea,Conakry,cumulative_deaths,23/10/2014,95
Guinea,Coyah,cumulative_cases,23/10/2014,54
Guinea,Coyah,cumulative_deaths,23/10/2014,21
Guinea,Gueckedou,cumulative_cases,23/10/2014,365
Guinea,Gueckedou,cumulative_deaths,23/10/2014,305
Guinea,National,cumulative_cases,23/10/2014,1608
Guinea,National,cumulative_deaths,23/10/2014,952
Liberia,Lofa County,cumulative_cases,23/10/2014,623
Liberia,Lofa County,cumulative_deaths,23/10/2014,342
Liberia,Margibi County,cumulative_cases,23/10/2014,1119
Liberia,Margibi County,cumulative_deaths,23/10/2014,457
Liberia,Montserrado County,cumulative_cases,23/10/2014,3497
Liberia,Montserrado County,cumulative_deaths,23/10/2014,1060
Liberia,National,cumulative_cases,23/10/2014,6248
Liberia,National,cumulative_deaths,23/10/2014,2104
Liberia,Nimba County,cumulative_cases,23/10/2014,280
Liberia,Nimba County,cumulative_deaths,23/10/2014,26
Guinea,Beyla,cumulative_cases,24/10/2014,11
Guinea,Beyla,cumulative_deaths,24/10/2014,10
Guinea,Boffa,cumulative_cases,24/10/2014,26
Guinea,Boffa,cumulative_deaths,24/10/2014,16
Guinea,Boke,cumulative_cases,24/10/2014,1
Guinea,Boke,cumulative_deaths,24/10/2014,0
Guinea,Conakry,cumulative_cases,24/10/2014,240
Guinea,Conakry,cumulative_deaths,24/10/2014,95
Guinea,Coyah,cumulative_cases,24/10/2014,53
Guinea,Coyah,cumulative_deaths,24/10/2014,21
Guinea,Gueckedou,cumulative_cases,24/10/2014,366
Guinea,Gueckedou,cumulative_deaths,24/10/2014,306
Guinea,National,cumulative_cases,24/10/2014,1598
Guinea,National,cumulative_deaths,24/10/2014,981
Liberia,Lofa County,cumulative_cases,24/10/2014,623
Liberia,Lofa County,cumulative_deaths,24/10/2014,342
Liberia,Margibi County,cumulative_cases,24/10/2014,1119
Liberia,Margibi County,cumulative_deaths,24/10/2014,457
Liberia,Montserrado County,cumulative_cases,24/10/2014,3501
Liberia,Montserrado County,cumulative_deaths,24/10/2014,1060
Liberia,National,cumulative_cases,24/10/2014,6253
Liberia,National,cumulative_deaths,24/10/2014,2014
Liberia,Nimba County,cumulative_cases,24/10/2014,280
Liberia,Nimba County,cumulative_deaths,24/10/2014,26
Guinea,Beyla,cumulative_cases,25/10/2014,14
Guinea,Beyla,cumulative_deaths,25/10/2014,12
Guinea,Boffa,cumulative_cases,25/10/2014,26
Guinea,Boffa,cumulative_deaths,25/10/2014,16
Guinea,Boke,cumulative_cases,25/10/2014,1
Guinea,Boke,cumulative_deaths,25/10/2014,0
Guinea,Conakry,cumulative_cases,25/10/2014,242
Guinea,Conakry,cumulative_deaths,25/10/2014,97
Guinea,Coyah,cumulative_cases,25/10/2014,53
Guinea,Coyah,cumulative_deaths,25/10/2014,21
Guinea,Gueckedou,cumulative_cases,25/10/2014,366
Guinea,Gueckedou,cumulative_deaths,25/10/2014,307
Guinea,National,cumulative_cases,25/10/2014,1612
Guinea,National,cumulative_deaths,25/10/2014,988
Liberia,Lofa County,cumulative_cases,25/10/2014,623
Liberia,Lofa County,cumulative_deaths,25/10/2014,342
Liberia,Margibi County,cumulative_cases,25/10/2014,1132
Liberia,Margibi County,cumulative_deaths,25/10/2014,457
Liberia,Montserrado County,cumulative_cases,25/10/2014,3501
Liberia,Montserrado County,cumulative_deaths,25/10/2014,1060
Liberia,National,cumulative_cases,25/10/2014,6267
Liberia,National,cumulative_deaths,25/10/2014,2106
Liberia,Nimba County,cumulative_cases,25/10/2014,280
Liberia,Nimba County,cumulative_deaths,25/10/2014,26
Guinea,Beyla,cumulative_cases,26/10/2014,14
Guinea,Beyla,cumulative_deaths,26/10/2014,12
Guinea,Boffa,cumulative_cases,26/10/2014,26
Guinea,Boffa,cumulative_deaths,26/10/2014,16
Guinea,Boke,cumulative_cases,26/10/2014,1
Guinea,Boke,cumulative_deaths,26/10/2014,0
Guinea,Conakry,cumulative_cases,26/10/2014,243
Guinea,Conakry,cumulative_deaths,26/10/2014,97
